GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime,"Ara-Kara, City of Echoes",Eco-Dome Al'dani,Halls of Atonement,Operation: Floodgate,Priory of the Sacred Flame,Tazavesh: So'leah's Gambit,Tazavesh: Streets of Wonder,The Dawnbreaker
bk91ynpGr4TCYMqH,DKT 16赎罪（脚踝不跳人点位）,Personal Logs,Windfire,Public,1753989562,"July 31, 2025 9:19 PM",3007896,an hour,0,0,1,0,0,0,0,0
Kn6LC9dMj3PyFkHQ,Mythic+ Season 3,Personal Logs,Arkanigth,Public,1753989428,"July 31, 2025 9:17 PM",20637377,6 hours,0,0,1,0,0,1,1,0
8TgVF1zDn49Z36dh,PTR Keys,Personal Logs,corrisx3,Public,1753988208,"July 31, 2025 8:56 PM",6174573,2 hours,0,0,1,0,0,0,1,1
aYXr3JDFZ4p9dRWB,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753982893,"July 31, 2025 7:28 PM",12186660,3 hours,0,0,1,0,1,0,0,1
1VtML8GDj7NQxTFg,Mythic+ Season 3,Personal Logs,yoloswagginzbdf,Public,1753980775,"July 31, 2025 6:52 PM",2920408,an hour,0,0,1,0,0,0,0,0
nXFBmvxhqC86R9L4,DKT 16赎罪,Personal Logs,Windfire,Public,1753979598,"July 31, 2025 6:33 PM",5835727,2 hours,0,0,1,0,0,0,0,0
LRkY2xT6KpN4AQb1,Mythic+ Season 3,Personal Logs,vadan,Public,1753979550,"July 31, 2025 6:32 PM",7427671,2 hours,0,0,1,1,0,0,0,0
ba8TCHxRZk7QVA6r,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753976024,"July 31, 2025 5:33 PM",1406472,23 minutes,0,0,1,0,0,0,0,0
vtra8JcRP1QmW27G,Mythic+ Season 3,Personal Logs,vadan,Public,1753974000,"July 31, 2025 5:00 PM",1809330,30 minutes,0,0,1,0,0,0,0,0
1Zcn6fHTgLxMKAzr,ptr 31/07/2025,Personal Logs,Trinitehh,Public,1753970782,"July 31, 2025 4:06 PM",6232725,2 hours,0,0,1,1,1,0,0,0
C9BqmyRQtwvLNY2x,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753969175,"July 31, 2025 3:39 PM",12564146,3 hours,0,0,1,0,0,0,0,1
8trq9Bfga6nbNdD4,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1753959032,"July 31, 2025 12:50 PM",3667164,an hour,0,0,1,0,0,0,0,0
YNKgPkyFQ4aqZBMh,ptr,Personal Logs,misakisaya,Public,1753954940,"July 31, 2025 11:42 AM",1450944,24 minutes,0,0,1,0,0,0,0,0
kR42dYpTyq1XALWG,Mythic+ Season 3,Personal Logs,브론즈사슴쟝,Public,1753945734,"July 31, 2025 9:08 AM",15255127,4 hours,0,0,1,0,0,0,0,1
47TKLrz8CtHvbFdp,Mythic+ Season 3,Personal Logs,Seleucía,Public,1753942973,"July 31, 2025 8:22 AM",7647025,2 hours,0,0,1,0,0,0,0,0
tGgryhL8PA4vpWkm,16 HoA,Personal Logs,Thorrack,Public,1753933884,"July 31, 2025 5:51 AM",4113489,an hour,0,0,1,0,0,0,0,0
2A4FhBHYzJ3n9p1N,Mythic+ Season 3,Personal Logs,Zolur,Public,1753933217,"July 31, 2025 5:40 AM",6933757,2 hours,0,0,1,0,0,0,1,0
ZCzdxV8nF7m6BfPt,Mythic+ Season 3,Personal Logs,Dillywow,Public,1753932708,"July 31, 2025 5:31 AM",1731448,29 minutes,0,0,1,0,0,0,0,0
tymQndhJPBz87pCG,ptr xd xd xd6,Personal Logs,Nice,Public,1753930724,"July 31, 2025 4:58 AM",7686252,2 hours,0,0,1,0,0,0,1,0
Jd9h1kGy2Pcr8xvt,m+ ptr,Personal Logs,TomElvis,Public,1753911967,"July 30, 2025 11:46 PM",11203256,3 hours,0,0,1,0,0,1,1,1
zqrKmvBCHj9Nynw7,Mythic+ Season 3,Personal Logs,Volebear,Public,1753908408,"July 30, 2025 10:46 PM",9083719,3 hours,0,0,1,0,1,0,0,1
Fy7r3BTZ1h2fAnWp,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1753902669,"July 30, 2025 9:11 PM",11701109,3 hours,0,0,1,1,0,0,0,1
TpfQ3hb7Hmja1W84,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753898112,"July 30, 2025 7:55 PM",7578377,2 hours,0,0,1,0,1,0,0,0
RxvtZzwVc8pG9MQL,MM is nice,Personal Logs,Suwoop,Public,1753885663,"July 30, 2025 4:27 PM",1880267,31 minutes,0,0,1,0,0,0,0,0
Tq9VYb1PKd84ZxaA,DKT 17赎罪,Personal Logs,Windfire,Public,1753872403,"July 30, 2025 12:46 PM",11534358,3 hours,0,0,1,0,0,0,1,0
PxvR1HmwKzgDqJY2,xd?,Personal Logs,CyclrinWoW,Public,1753860391,"July 30, 2025 9:26 AM",2053789,34 minutes,0,0,1,0,0,0,0,0
xf3NWqBLX2Qc4VJ9,r,Personal Logs,Deezbuns,Public,1753855918,"July 30, 2025 8:11 AM",2157984,36 minutes,0,0,1,0,0,0,0,0
zf2dCBr6HDam8hWK,PTR Ariosto 7_29_25,Personal Logs,drahcir1302,Public,1753849652,"July 30, 2025 6:27 AM",3419991,an hour,0,0,1,0,1,0,0,0
3XxpzM2AZVHYKhG1,DKT 18赎罪（已通关！）,Personal Logs,Windfire,Public,1753846771,"July 30, 2025 5:39 AM",3595775,an hour,0,0,1,0,0,0,0,0
CvxZRMtKaVy9kNrb,ptr 29/07/2025,Personal Logs,Trinitehh,Public,1753813947,"July 29, 2025 8:32 PM",11750566,3 hours,0,0,1,0,0,0,0,0
V37qzyb8cGjAFKvC,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753788679,"July 29, 2025 1:31 PM",6164980,2 hours,0,0,1,0,0,1,0,0
t6HdmbgYLWBZ7wMp,DKT 15赎罪,Personal Logs,Windfire,Public,1753788565,"July 29, 2025 1:29 PM",6841092,2 hours,0,0,1,0,0,0,0,0
zC3gRw42jFdP7Qr8,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753786418,"July 29, 2025 12:53 PM",3768002,an hour,0,0,1,0,0,1,0,0
GCPX7cx2rKzmAYRa,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753786368,"July 29, 2025 12:52 PM",3768002,an hour,0,0,1,0,0,1,0,0
14M2nHzWxC6AXGyR,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753786329,"July 29, 2025 12:52 PM",3768002,an hour,0,0,1,0,0,1,0,0
dzfFhcZrjpwTtPA3,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1753780926,"July 29, 2025 11:22 AM",5202665,an hour,0,0,1,0,0,0,0,0
1PfdaVZDkGpJH9ht,keys,Personal Logs,Fuzyy,Public,1753760221,"July 29, 2025 5:37 AM",6801014,2 hours,0,0,1,0,0,1,0,0
hcV79ZApBmw4HJKf,Mythic+ Season 3,Personal Logs,Fuzyy,Public,1753758171,"July 29, 2025 5:02 AM",4711753,an hour,0,0,1,0,0,0,0,0
LDfNzv4FKxq3WjQ8,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753754193,"July 29, 2025 3:56 AM",2240132,37 minutes,0,0,1,0,0,0,0,0
Zy3dYxqR4DJ78AKz,29.07 - ptr,Personal Logs,ghurd,Public,1753753783,"July 29, 2025 3:49 AM",3262652,an hour,0,0,1,0,0,0,0,0
3VZPr2aAnpw1CKBN,ptr xd,Personal Logs,Nice,Public,1753746627,"July 29, 2025 1:50 AM",2990057,an hour,0,0,1,0,0,0,0,0
z2ADqBMR4JcKHn93,123,Personal Logs,Ultraaa,Public,1753745643,"July 29, 2025 1:34 AM",8387439,2 hours,0,0,1,0,0,1,1,0
d31tpArZBg9MQxPF,Mythic+ Season 3,Personal Logs,Vazox,Public,1753741072,"July 29, 2025 12:17 AM",5075320,an hour,0,0,1,0,0,1,0,0
48ABP9fyjJVgxdH7,Mythic+ Season 3,Personal Logs,Darragh,Public,1753735982,"July 28, 2025 10:53 PM",4657667,an hour,0,0,1,0,0,0,0,0
XwkdaVRbWBHTfhrp,Mythic+ Season 3,Personal Logs,MioShimo,Public,1753733224,"July 28, 2025 10:07 PM",9489001,3 hours,0,0,1,0,0,1,1,0
mKbaDfFQ6zZ2TyqL,Mythic+ Season 3,Personal Logs,Allakatter,Public,1753731323,"July 28, 2025 9:35 PM",8285867,2 hours,0,0,1,0,0,0,0,0
7KYWQdBNzV8DxX2a,ptr,Personal Logs,Nice,Public,1753730498,"July 28, 2025 9:21 PM",1847137,31 minutes,0,0,1,0,0,0,0,0
YMP2Vaz86htXWNTw,Mythic+ Season 3,Personal Logs,haywiire,Public,1753727284,"July 28, 2025 8:28 PM",5499297,2 hours,0,0,1,0,0,0,0,0
pvbq3CmPQrNjtLJY,Mythic+ Season 3,Personal Logs,haywiire,Public,1753725052,"July 28, 2025 7:50 PM",3261853,an hour,0,0,1,0,0,0,0,0
ZANQGwxJFCrkd6Y4,Mythic+ Season 3,Personal Logs,haywiire,Public,1753724288,"July 28, 2025 7:38 PM",2490994,42 minutes,0,0,1,0,0,0,0,0
V3wfJWAvRDNrkcpC,Mythic+ Season 3,Personal Logs,haywiire,Public,1753722387,"July 28, 2025 7:06 PM",557057,9 minutes,0,0,1,0,0,0,0,0
c36a87xqf2VLCygv,Mythic+ Season 3,Personal Logs,Kislogs,Public,1753721726,"July 28, 2025 6:55 PM",2292760,38 minutes,0,0,1,0,0,0,0,0
kMG4tbv3fChVdDz2,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753721190,"July 28, 2025 6:46 PM",807931,13 minutes,0,0,1,0,0,0,0,0
xF1QhqgVmz3MZrNj,Mythic+ Season 3,Personal Logs,ricardowarrior,Public,1753719984,"July 28, 2025 6:26 PM",14079625,4 hours,0,0,1,0,0,0,0,0
WrPAvHhNxYDRpcFb,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753719810,"July 28, 2025 6:23 PM",6723288,2 hours,0,0,1,0,0,0,0,0
6XFvVYbDT31Awrkx,ptr M+ 28/07/2025,Personal Logs,Trinitehh,Public,1753713453,"July 28, 2025 4:37 PM",3650980,an hour,0,0,1,0,0,0,0,0
zdnkHK3gAyGcZ4NV,Mythic+ Season 3,Personal Logs,nimo4aken,Public,1753696034,"July 28, 2025 11:47 AM",1764639,29 minutes,0,0,1,0,0,0,0,0
ZxRAc7hLTabtqyB3,ptr M+ 27/07/2025,Personal Logs,Trinitehh,Public,1753690085,"July 28, 2025 10:08 AM",1883145,31 minutes,0,0,1,0,0,0,0,0
NCnFKWw24Hh1bmRA,DKT萨莱茵 14赎罪,Personal Logs,Windfire,Public,1753689884,"July 28, 2025 10:04 AM",2261196,38 minutes,0,0,1,0,0,0,0,0
bQK67RpnfW1qDV94,Halls + Streets,Personal Logs,Shawnzx,Public,1753680524,"July 28, 2025 7:28 AM",6663020,2 hours,0,0,1,0,0,0,1,0
2KZ4yHpv6zwfV9GB,熊 15赎罪,Personal Logs,Windfire,Public,1753678650,"July 28, 2025 6:57 AM",4321067,an hour,0,0,1,0,0,0,0,0
8NvKQnFz2pH79fPX,Mythic+ Season 3,Personal Logs,Zolur,Public,1753675885,"July 28, 2025 6:11 AM",8637809,2 hours,0,0,1,0,0,0,1,0
3FtxpTnNC6L19J4v,PTR Keys,Personal Logs,Fuzyy,Public,1753675856,"July 28, 2025 6:10 AM",9210161,3 hours,0,0,1,0,0,0,1,0
4dFMRPgLjrAJ1nCc,Mythic+ Season 3,Personal Logs,Stormkrait,Public,1753675206,"July 28, 2025 6:00 AM",5703655,2 hours,0,0,1,0,0,0,1,0
MprK7zkW9wj8ThHx,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753669111,"July 28, 2025 4:18 AM",1871144,31 minutes,0,0,1,0,0,0,0,0
LpKMcV3FQvg4nTw9,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753667633,"July 28, 2025 3:53 AM",6456026,2 hours,0,0,1,0,0,1,0,0
rB2ZhCTNyfvbGtkY,7-23-2025 PTR 7,Personal Logs,Nice,Public,1753663588,"July 28, 2025 2:46 AM",3339872,an hour,0,0,1,0,0,1,0,0
Dg8YNPGMRvWH9Zqd,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753660407,"July 28, 2025 1:53 AM",2048803,34 minutes,0,0,1,0,0,0,0,0
JGkwjqbncMQvxPVz,SC Aug 7/27,Personal Logs,Idsapdat1,Public,1753660331,"July 28, 2025 1:52 AM",10717609,3 hours,0,0,1,0,0,0,0,0
R2F61Wh9AyqGZVdP,.,Personal Logs,Suhh7,Public,1753654728,"July 28, 2025 12:18 AM",2861681,an hour,0,0,1,0,0,0,0,0
mbGVzwT9HnQgk62A,SC Aug 7/27,Personal Logs,Idsapdat1,Public,1753654525,"July 28, 2025 12:15 AM",10717996,3 hours,0,0,1,0,0,0,0,0
kPpZhWDFNYBG4Xym,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753652958,"July 27, 2025 11:49 PM",3809988,an hour,0,0,1,0,0,0,0,0
8D9vTfmwRHdrhpQ7,Mythic+ Season 3,Personal Logs,BrianG1017,Public,1753652360,"July 27, 2025 11:39 PM",5085956,an hour,0,0,1,0,0,0,0,0
3R6xg8cnJT1VrjF4,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753650786,"July 27, 2025 11:13 PM",98322076,a day,0,0,1,0,0,1,0,0
VfBN4d6X8HMJhKAF,ptr 27/07/2025,Personal Logs,Trinitehh,Public,1753647318,"July 27, 2025 10:15 PM",8554804,2 hours,0,0,1,0,0,0,0,0
AyRGBzbj2qdk9whx,15shuzui,Personal Logs,美团搜担担面,Public,1753627713,"July 27, 2025 4:48 PM",2124357,35 minutes,0,0,1,0,0,0,0,0
TxjJVFyMm8zq9pLG,DKT 15赎罪残本,Personal Logs,Windfire,Public,1753627116,"July 27, 2025 4:38 PM",5798815,2 hours,0,0,1,0,0,0,0,0
Z9L7TKtzH1GVpAFm,26 Jul 2025_ptr tank test,Personal Logs,Grimfleur,Public,1753621328,"July 27, 2025 3:02 PM",2665506,44 minutes,0,0,1,0,0,0,0,0
86zJrTmjHAPqW1xC,27.07 - ptr,Personal Logs,ghurd,Public,1753617504,"July 27, 2025 1:58 PM",3079553,an hour,0,0,1,0,0,1,0,0
a7Q4rh2YnbqFcXvw,Mythic+ Season 3,Personal Logs,Seleucía,Public,1753599907,"July 27, 2025 9:05 AM",7846170,2 hours,0,0,1,0,0,1,1,0
3RDLAqzx2a14J6df,Mythic+ Season 3,Personal Logs,Zenogar,Public,1753598949,"July 27, 2025 8:49 AM",1210350,20 minutes,0,0,1,0,0,0,0,0
BhngcvYzwNbKW6Zt,Mythic+ Season 3,Personal Logs,Zycon_Gaming,Public,1753597056,"July 27, 2025 8:17 AM",7266915,2 hours,0,0,1,0,0,1,1,0
BPMGh8C3rkt79bmv,Mythic+ Season 3,xephs logs,xepheris,Public,1753573527,"July 27, 2025 1:45 AM",12239930,3 hours,0,0,1,0,0,0,0,0
Nj4WVdBh7c2wmbFq,12 Halls CW,Personal Logs,Idsapdat1,Public,1753571808,"July 27, 2025 1:16 AM",19253543,5 hours,0,0,1,0,0,0,0,0
RpJd9F2anrfYQAZw,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753570535,"July 27, 2025 12:55 AM",18110289,5 hours,0,0,1,0,0,0,0,0
ak3b2PgmzXV94rR7,Mythic+ Season 3,Personal Logs,KodyNM,Public,1753570357,"July 27, 2025 12:52 AM",21723092,6 hours,0,0,1,0,0,0,0,0
cDzNHmxPkpgAVqLX,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753569815,"July 27, 2025 12:43 AM",3603345,an hour,0,0,1,0,0,0,0,0
Tyn9z4HAbmhkYXfB,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753567608,"July 27, 2025 12:06 AM",3603345,an hour,0,0,1,0,0,0,0,0
Zt7Yaf36JGgyAb8F,12515,Personal Logs,mellforce,Public,1753566958,"July 26, 2025 11:55 PM",12969075,4 hours,0,0,1,0,0,1,1,0
PFLk8QJVwtDZ3THa,Mythic+ Season 3,Personal Logs,Pilacolada,Public,1753566044,"July 26, 2025 11:40 PM",5601325,2 hours,0,0,1,0,0,1,0,0
Pdzcx9qZaBDbYrTW,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753565657,"July 26, 2025 11:34 PM",13188820,4 hours,0,0,1,0,0,1,0,0
g89qyhtKBWJbGVAM,Mythic+ Season 3,xephs logs,xepheris,Public,1753565487,"July 26, 2025 11:31 PM",11200390,3 hours,0,0,1,0,0,1,1,0
dwqbyJCD6pQRWTx1,Mythic+ Season 3,Personal Logs,elpres,Public,1753563434,"July 26, 2025 10:57 PM",10377071,3 hours,0,0,1,0,0,0,0,0
paKfVFJ9bPwYtG7C,14 streets,Personal Logs,Thorrack,Public,1753563237,"July 26, 2025 10:53 PM",5189444,an hour,0,0,1,0,0,0,1,0
LGCDJratBg6ZMhRK,Mythic+ Season 3,Personal Logs,Pilacolada,Public,1753562943,"July 26, 2025 10:49 PM",2450800,41 minutes,0,0,1,0,0,0,0,0
GDzQmR4k2WtyBqJ1,Mythic+ Season 3,Personal Logs,Pilacolada,Public,1753562818,"July 26, 2025 10:46 PM",2450800,41 minutes,0,0,1,0,0,0,0,0
dH3hZ86xr2fMgtVC,熊 15赎罪没打完,Personal Logs,Windfire,Public,1753562171,"July 26, 2025 10:36 PM",3784293,an hour,0,0,1,0,0,0,0,0
P9xvCN7cbZWAwktX,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753562161,"July 26, 2025 10:36 PM",9324804,3 hours,0,0,1,0,0,0,0,0
TRkAZcn43wrCam7P,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753562037,"July 26, 2025 10:33 PM",9428817,3 hours,0,0,1,0,0,0,0,0
FcyrDRHvbp4hLWfX,14 hoa,Personal Logs,Thorrack,Public,1753561185,"July 26, 2025 10:19 PM",2440703,41 minutes,0,0,1,0,0,0,0,0
yTcBLAt9PVzGjYCJ,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753560669,"July 26, 2025 10:11 PM",7114558,2 hours,0,0,1,0,0,1,0,0
a3g4bJBnTcVNyPhv,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753560584,"July 26, 2025 10:09 PM",5080831,an hour,0,0,1,0,0,0,0,0
KtCHrkqQ8RdP3pJY,ptr key?,Personal Logs,Eldarill,Public,1753557505,"July 26, 2025 9:18 PM",7343725,2 hours,0,0,1,0,0,1,0,0
yFGv4kTZcQKHqjRC,Mythic+ Season 3,Personal Logs,vadan,Public,1753557154,"July 26, 2025 9:12 PM",4898950,an hour,0,0,1,0,0,0,1,0
3kgF2tGjZwKra9fm,ptr 26/07/2025 2,Personal Logs,Trinitehh,Public,1753556648,"July 26, 2025 9:04 PM",6584954,2 hours,0,0,1,0,0,0,0,0
yZqKvCxpYdaD9XQc,Mythic+ Season 3,Personal Logs,Idsapdat1,Public,1753554054,"July 26, 2025 8:20 PM",1591646,27 minutes,0,0,1,0,0,0,0,0
c9gTNtm2dw4vfQpB,Mythic+ Season 3,Personal Logs,KodyNM,Public,1753551109,"July 26, 2025 7:31 PM",21319148,6 hours,0,0,1,0,0,1,0,0
rWpyKcaPvnMmG14w,ptr logs 2,Reformed,grandmother_wow,Public,1753550368,"July 26, 2025 7:19 PM",3710081,an hour,0,0,1,0,0,0,0,0
Mtq1K7HxZdaRGYBp,ptr logs,Reformed,grandmother_wow,Public,1753550306,"July 26, 2025 7:18 PM",39802184,11 hours,0,0,1,0,0,0,0,0
4bfRhV3nvtayFwXp,Mythic+ Season 3,Personal Logs,jhord,Public,1753548053,"July 26, 2025 6:40 PM",511305,9 minutes,0,0,1,0,0,0,0,0
Y3ZBQrTR2kntWbpv,Mythic+ Season 3,Personal Logs,vadan,Public,1753547128,"July 26, 2025 6:25 PM",29019201,8 hours,0,0,1,0,0,1,1,0
VX6HWMjq9yRPGncd,ptr 26/07/2025,Personal Logs,Trinitehh,Public,1753544981,"July 26, 2025 5:49 PM",10257882,3 hours,0,0,1,0,0,0,0,0
FzYX1GPkaBJmLCyw,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753541558,"July 26, 2025 4:52 PM",3612913,an hour,0,0,1,0,0,0,0,0
6HqgzWywJBCR7ja8,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1753541038,"July 26, 2025 4:43 PM",411053,7 minutes,0,0,1,0,0,0,0,0
9nHjwMYQNAgchx8k,Mythic+ Season 3,Personal Logs,肘子斗鱼551069,Public,1753537151,"July 26, 2025 3:39 PM",8681787,2 hours,0,0,1,0,0,0,0,0
YbKn6phfkcwWdaxg,250726 HOA +15 MM,Personal Logs,Umbrellas,Public,1753534060,"July 26, 2025 2:47 PM",1758913,29 minutes,0,0,1,0,0,0,0,0
cFwqYkX8CPDZh2yN,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753533072,"July 26, 2025 2:31 PM",1663147,28 minutes,0,0,1,0,0,0,0,0
2kC4aAwvW1cQ78bB,Mythic+ Season 3,Personal Logs,fyunxx,Public,1753532968,"July 26, 2025 2:29 PM",1623512,27 minutes,0,0,1,0,0,0,0,0
4yzCaMqwAcvL7rQX,Mythic+ Season 3,Personal Logs,Rasl,Public,1753529193,"July 26, 2025 1:26 PM",11458516,3 hours,0,0,1,0,0,0,0,0
XBMgWkrb1qa8cp9N,Mythic+ Season 3,Personal Logs,vadan,Public,1753527281,"July 26, 2025 12:54 PM",9269418,3 hours,0,0,1,0,0,0,1,0
YKpBZ62DgCNjdMLf,ptr 26/07/2025,Personal Logs,Trinitehh,Public,1753524913,"July 26, 2025 12:15 PM",2644106,44 minutes,0,0,1,0,0,0,0,0
GMBqRAZ4x8JVz9Qy,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1753523981,"July 26, 2025 11:59 AM",6434250,2 hours,0,0,1,0,0,0,1,0
ZFLWNw3hp6vK7dyC,Mythic+ Season 3,Personal Logs,nimo4aken,Public,1753523097,"July 26, 2025 11:44 AM",2277058,38 minutes,0,0,1,0,0,0,0,0
AQB2qpVzCYjR6H4a,Mythic+ Season 3,Personal Logs,nimo4aken,Public,1753522993,"July 26, 2025 11:43 AM",1860314,31 minutes,0,0,1,0,0,0,0,0
qLYnxazfAjk7mDJt,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1753519169,"July 26, 2025 10:39 AM",8082967,2 hours,0,0,1,0,0,1,0,0
B8hN3gdfVcRJ4H2a,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1753519080,"July 26, 2025 10:38 AM",8082967,2 hours,0,0,1,0,0,1,0,0
2grcdYQ1K7XwAq3x,Mythic+ Season 3,Personal Logs,Tarrasche,Public,1753515894,"July 26, 2025 9:44 AM",6184805,2 hours,0,0,1,0,0,0,0,0
Wy1MHjTxabfn3vY2,Mythic+ Season 3,Personal Logs,Zenogar,Public,1753513591,"July 26, 2025 9:06 AM",8333282,2 hours,0,0,1,0,0,0,0,0
8W1mXaBbpVgN9LJ2,7-23-2025 PTR 2,Personal Logs,Nice,Public,1753511916,"July 26, 2025 8:38 AM",2711210,an hour,0,0,1,0,0,0,0,0
wjaZkVzXqr9A21Jt,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753511909,"July 26, 2025 8:38 AM",2849928,an hour,0,0,1,0,0,0,0,0
rADWCjx8y4LVpF9a,Mythic+ Season 3,Personal Logs,Zenogar,Public,1753507089,"July 26, 2025 7:18 AM",1892042,32 minutes,0,0,1,0,0,0,0,0
ypjbKnf7xJ12B9cF,Mythic+ Season 3,Personal Logs,TwoSumos,Public,1753505151,"July 26, 2025 6:45 AM",3213353,an hour,0,0,1,0,0,0,0,0
xNCMqLY196HramV7,Hunters pet fucked off on Zogron,Personal Logs,Thorrack,Public,1753501637,"July 26, 2025 5:47 AM",9007094,3 hours,0,0,1,0,0,0,1,0
3QvbqL1z7wGfF4Bt,7-23-2025 PTR,Personal Logs,Nice,Public,1753500664,"July 26, 2025 5:31 AM",1921339,32 minutes,0,0,1,0,0,0,0,0
T86pCPtzGmdMXjyk,Mythic+ Season 3,Personal Logs,TwoSumos,Public,1753500022,"July 26, 2025 5:20 AM",5748794,2 hours,0,0,1,0,0,1,0,0
gCDcnwhaBNYjMqr6,Every mage pug dies on cd,Personal Logs,Thorrack,Public,1753498284,"July 26, 2025 4:51 AM",5590870,2 hours,0,0,1,0,0,0,0,0
ztjHGgRcdVw9xm17,D O T C,Personal Logs,Thorrack,Public,1753494667,"July 26, 2025 3:51 AM",2064911,34 minutes,0,0,1,0,0,0,0,0
BbfCmr1FPtLY9gaK,Mythic+ Season 3,Personal Logs,Duxk,Public,1753492235,"July 26, 2025 3:10 AM",2126504,35 minutes,0,0,1,0,0,0,0,0
Vj1zvngTbYLmrwCx,AUG IS BACK AGAIN,Personal Logs,corrisx3,Public,1753491104,"July 26, 2025 2:51 AM",3272764,an hour,0,0,1,0,0,0,0,0
1CQBNW7fFMpz4GyA,Mythic+ Season 3,Send it,PoohXanny,Public,1753469772,"July 25, 2025 8:56 PM",2427725,40 minutes,0,0,1,0,0,0,1,0
ndrLYFzbJ1AqavQ2,Mythic+ Season 3,Send it,PoohXanny,Public,1753468330,"July 25, 2025 8:32 PM",63711416,18 hours,0,0,1,0,0,1,1,0
mvfNx7DL1y3GYwnV,halls 12 priest,Personal Logs,LanaDelRandy,Public,1753463196,"July 25, 2025 7:06 PM",3854669,an hour,0,0,1,0,0,0,0,0
ZzqrLpDJ4wXA6FG8,DKT 15赎罪15天街,Personal Logs,Windfire,Public,1753462972,"July 25, 2025 7:02 PM",10257617,3 hours,0,0,1,0,0,0,1,0
8Kmfy9TJvxXPwM1C,Mythic+ Season 3,Personal Logs,vadan,Public,1753435830,"July 25, 2025 11:30 AM",1782831,30 minutes,0,0,1,0,0,0,0,0
6nBKZHmW1Cjd7f3F,Mythic+ Season 3,bili-Uiuan艺苑,hu19930209111,Public,1753434872,"July 25, 2025 11:14 AM",5378847,an hour,0,0,1,0,0,0,0,0
PnCyXkg64rQhK9zb,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753426570,"July 25, 2025 8:56 AM",1428426,24 minutes,0,0,1,0,0,0,0,0
YpxLQ2KFnh4TtCAr,Mythic+ Season 3,Personal Logs,healsforcash,Public,1753426495,"July 25, 2025 8:54 AM",1951865,33 minutes,0,0,1,0,0,0,0,0
CmPn2ZvH3AWLzGMj,Mythic+ Season 3,Personal Logs,Voidmend,Public,1753424284,"July 25, 2025 8:18 AM",6460181,2 hours,0,0,1,0,0,1,1,0
BFPjGAXLc32wmQCY,Mythic+ Season 3,bili-Uiuan艺苑,hu19930209111,Public,1753415185,"July 25, 2025 5:46 AM",2656568,44 minutes,0,0,1,0,0,1,0,0
PNX7zMJF4DVrBLKR,15 HoA Dotc,Personal Logs,Thorrack,Public,1753401457,"July 25, 2025 1:57 AM",1929373,32 minutes,0,0,1,0,0,0,0,0
xzNLM9hrv3nXTbfG,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1753385805,"July 24, 2025 9:36 PM",7484542,2 hours,0,0,1,0,0,0,1,0
hqaH9wmWxF4fzL7r,Mythic+ Season 3,Personal Logs,Allakatter,Public,1753383413,"July 24, 2025 8:56 PM",33054331,9 hours,0,0,1,0,0,1,1,0
w9g2vpPGRVCBNH64,Mythic+ Season 3,Personal Logs,TheMrCloven,Public,1753377511,"July 24, 2025 7:18 PM",3719430,an hour,0,0,1,0,0,0,0,0
PZ6tGgcwHTDnFAfx,yes,Personal Logs,galeuwu,Public,1753375731,"July 24, 2025 6:48 PM",27551159,8 hours,0,0,1,0,0,0,0,1
