item_id,from,boss,gear_slot,gear_type,stats,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt
56458,Grim Batol,4 of 4,Trinket,,Str,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,5%
56462,Grim Batol,4 of 4,Trinket,,,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
56463,Grim Batol,4 of 4,Trinket,,,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
133300,Grim Batol,4 of 4,Trinket,,Str,5%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,5%
133305,Grim Batol,4 of 4,Trinket,,,5%,5%,5%,10%,10%,7%,10%,10%,7%,8%,8%,8%,11%,11%,11%,7%,7%,7%,10%,7%,10%,11%,5%,5%,7%,7%,7%,10%,10%,10%,8%,11%,8%,7%,7%,7%,5%,5%,5%
178708,Mists of Tirna,1 of 3,Trinket,,Int,0%,0%,0%,0%,0%,33%,0%,0%,33%,25%,25%,25%,0%,0%,0%,33%,33%,33%,0%,33%,0%,33%,0%,0%,25%,25%,25%,0%,0%,0%,25%,0%,25%,33%,33%,33%,0%,0%,0%
159623,Siege of Boralus,2 of 4,Trinket,,Agi,0%,0%,0%,33%,33%,0%,33%,33%,0%,0%,0%,0%,33%,33%,33%,0%,0%,0%,33%,0%,33%,0%,0%,0%,0%,0%,0%,33%,33%,33%,0%,33%,0%,0%,0%,0%,0%,0%,0%
219311,Dawnbreaker,1 of 3,Trinket,,Str,33%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,33%
219312,Dawnbreaker,2 of 3,Trinket,,"Agi,Int",0%,0%,0%,33%,33%,33%,25%,25%,33%,25%,25%,25%,25%,25%,20%,50%,50%,50%,25%,33%,25%,33%,0%,0%,50%,50%,50%,25%,33%,25%,25%,25%,25%,50%,50%,50%,0%,0%,0%
219300,Stonevault,2 of 4,Trinket,,Str,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,50%
219301,Stonevault,3 of 4,Trinket,,,33%,33%,33%,50%,50%,25%,50%,50%,25%,25%,25%,25%,50%,50%,50%,20%,20%,20%,50%,25%,50%,25%,33%,33%,20%,20%,20%,50%,50%,50%,25%,50%,25%,20%,20%,20%,33%,33%,33%
219302,Stonevault,3 of 4,Trinket,,Int,0%,0%,0%,0%,0%,25%,0%,0%,25%,25%,25%,25%,0%,0%,0%,20%,20%,20%,0%,25%,0%,25%,0%,0%,20%,20%,20%,0%,0%,0%,25%,0%,25%,20%,20%,20%,0%,0%,0%
219303,Stonevault,4 of 4,Trinket,,,50%,33%,50%,33%,33%,50%,50%,50%,50%,100%,100%,100%,50%,50%,100%,50%,50%,50%,33%,50%,33%,50%,33%,50%,50%,50%,50%,50%,33%,50%,100%,50%,100%,50%,50%,50%,50%,33%,33%
