Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,ID
"DpsTrinket (Warrior, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
,City of Threads,3rd,both,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219320
,Stonevault,3rd,both,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219302
,Grim Batol,2nd,m0,"Heal,",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,133304
,Necrotic Wake,Last,m0,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,178783
"HealTrinket (Druid, m0)",4 available in m0,,m0,,,,,,,,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Evoker, m0)",4 available in m0,,m0,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealTrinket (Monk, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"HealTrinket (Paladin, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"HealTrinket (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,
"HealTrinket (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,
,Ara-Kara,2nd,both,"Tank,Agi,Str",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219316
,Stonevault,1st,both,"Tank,Agi,Str",50%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219315
,Grim Batol,2nd,m0,"Tank,",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,133291
"TankTrinket (Dh, m0)",3 available in m0,,m0,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Dk, m0)",3 available in m0,,m0,,21%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Druid, m0)",3 available in m0,,m0,,,,,,,,0%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,
"TankTrinket (Paladin, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"TankTrinket (Warrior, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
,Ara-Kara,1st,both,,50%,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,219314
,Ara-Kara,Last,both,"Agi,Int",0%,,,,,,,,,,,,,,,33%,,,,33%,,33%,,0%,0%,,,,,,,33%,,33%,,,,,,,219317
,City of Threads,1st,both,,50%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,33%,,33%,,,,,,,219318
,City of Threads,Last,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219321
,Dawnbreaker,1st,both,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,219311
,Dawnbreaker,2nd,both,"Agi,Int",0%,,,,,,,25%,25%,,,,,,,20%,,,,25%,,25%,,0%,0%,,,,25%,,25%,,,,,,,,,,219312
,Dawnbreaker,Last,both,Str,25%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,212453
,Stonevault,2nd,both,Str,50%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,219300
,Stonevault,Last,both,,50%,,33%,,,,,,,,,,,50%,50%,,,,,33%,,33%,,33%,,,,,,33%,,,50%,,,,,,33%,33%,219303
,Grim Batol,1st,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,,,,0%,,0%,,,,,,,133282
,Grim Batol,Last,m0,,20%,,16%,,,,20%,,,20%,,,,,,,,,,,20%,,,20%,20%,,,,,,,20%,,20%,,,,,16%,,133305
,Grim Batol,Last,m0,Str,20%,,16%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,16%,,133300
,Mists of Tirna,1st,m0,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,178708
,Mists of Tirna,2nd,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,25%,,25%,0%,,0%,,,,,,,178715
,Necrotic Wake,2nd,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,,,,0%,,0%,,,,,,,178742
,Necrotic Wake,3rd,m0,Str,50%,,33%,33%,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,178751
,Siege of Boralus,2nd,m0,Agi,0%,,,,,,0%,,,0%,,,,,,,,,,,0%,,,,,,,,,,,0%,,0%,,,,,,,159623
"AnyroleTrinket (Dh, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Druid, m0)",10 available in m0,,m0,,,,,,,,45%,,,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Hunter, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,57%,57%,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Monk, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,45%,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Rogue, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Shaman, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,49%,,,,,,,
"AnyroleTrinket (Evoker, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Mage, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Priest, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Warlock, m0)",8 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Dk, m0)",9 available in m0,,m0,,52%,,47%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Paladin, m0)",9 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,48%,48%,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Warrior, m0)",9 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47%,48%,
