Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,ID
,City of Threads,3rd,both,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219320
,Stonevault,3rd,both,"Heal,Int",0%,,,,,,0%,0%,0%,,0%,,0%,,,,,,,0%,,0%,,0%,0%,,,0%,,,,0%,0%,,,,,,,,219302
"TankTrinket (Dh, Hc)",4 available in Hc,,Hc,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Dk, Hc)",4 available in Hc,,Hc,,29%,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,0%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TankTrinket (Monk, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,
"TankTrinket (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"TankTrinket (Warrior, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,
,Cinderbrew,1st,Hc,"Tank,",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219297
,Priory,2nd,Hc,"Tank,",50%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219309
,Ara-Kara,2nd,both,"Tank,Agi,Str",33%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219316
,Stonevault,1st,both,"Tank,Agi,Str",50%,,0%,0%,0%,,0%,0%,,0%,,,,,,,,,,,0%,0%,0%,,0%,,,,,,,,,,,,,0%,0%,,219315
"AnyroleTrinket (Dk, Hc)",10 available in Hc,,Hc,,57%,,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Warrior, Hc)",10 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55%,55%,
"AnyroleTrinket (Druid, Hc)",12 available in Hc,,Hc,,,,,,,,,54%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Evoker, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Mage, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Monk, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,53%,,53%,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Paladin, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,55%,57%,,,,,,,,,,,,,,,,
"AnyroleTrinket (Priest, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Shaman, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58%,,,,,,,,
"AnyroleTrinket (Warlock, Hc)",12 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Dh, Hc)",9 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Hunter, Hc)",9 available in Hc,,Hc,,,,,,,,,,,,,,,56%,56%,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnyroleTrinket (Rogue, Hc)",9 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55%,,55%,,,,,,,,,,
,Cinderbrew,Last,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219299
,Darkflame Cleft,2nd,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219305
,Darkflame Cleft,Last,Hc,,33%,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,33%,,33%,,,,,,,33%,33%,,219307
,Priory,1st,Hc,All3,50%,,,,,,,33%,33%,,,,,,,33%,,,,33%,,33%,33%,33%,,,,,,,,33%,,33%,,,,,,33%,219308
,Rookery,2nd,Hc,All3,33%,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,219295
,Rookery,Last,Hc,,33%,,25%,,,,,,,,,,,,,,,,,,,,,25%,,,,,25%,,25%,,,,,,,,25%,25%,219296
,Ara-Kara,1st,both,,50%,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,219314
,Ara-Kara,Last,both,"Agi,Int",0%,,,,,,,,,,,,,,,33%,,,,33%,,33%,,0%,0%,,,,,,,33%,,33%,,,,,,,219317
,City of Threads,1st,both,,50%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,33%,,33%,,,,,,,219318
,City of Threads,Last,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,219321
,Dawnbreaker,1st,both,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,219311
,Dawnbreaker,2nd,both,"Agi,Int",0%,,,,,,,25%,25%,,,,,,,20%,,,,25%,,25%,,0%,0%,,,,25%,,25%,,,,,,,,,,219312
,Dawnbreaker,Last,both,Str,25%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,212453
,Stonevault,2nd,both,Str,50%,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,219300
,Stonevault,Last,both,,50%,,33%,,,,,,,,,,,50%,50%,,,,,33%,,33%,,33%,,,,,,33%,,,50%,,,,,,33%,33%,219303
