Type,Dungeon,Boss,Week,stats,Dk,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,ID
,Cinderbrew,2nd,Hc,H>M,50%,,,,,,,,,,,,,,,33%,,,,,,,33%,,,,,,,,,33%,,33%,,,,,,,221060
,Darkflame Cleft,2nd,Hc,C>V,50%,,,,,,33%,,,33%,,,,,,,,,,,33%,,33%,,,,,,,,,33%,,33%,,,,,,,221103
,City of Threads,3rd,both,V>C,50%,,,,,,,,,33%,,33%,,,,,,,,,33%,,25%,33%,,33%,33%,,,,,33%,,25%,,,,,,33%,221181
,Dawnbreaker,Last,both,C>H,25%,,,,,,,,,,,,,,,,,,,25%,,25%,,25%,25%,,,,,25%,,,25%,,,,,,,,212448
,Stonevault,1st,both,M>H,100%,50%,,,,50%,,50%,33%,,,,,,,,,,,33%,,50%,50%,33%,,,,,,,,33%,,33%,,,,,,33%,221077
,Mists of Tirna,2nd,m0,M>C,33%,,,,,,,33%,33%,,,,,,,,,,,33%,,33%,,,,,,,25%,,25%,,33%,,,,,,,,178707
"Neck (Dh, m0)",4 available in m0,,m0,,,,,,,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Dk, m0)",4 available in m0,,m0,,36%,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Druid, m0)",4 available in m0,,m0,,,,,,,,,29%,27%,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Evoker, m0)",4 available in m0,,m0,,,,,,,,,,,,,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Hunter, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Mage, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Monk, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,25%,,28%,,,,,,,,,,,,,,,,,,,
"Neck (Paladin, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,25%,23%,,,,,,,,,,,,,,,,,
"Neck (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,29%,,,,,,,,,,,,,,
"Neck (Rogue, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,,25%,,,,,,,
"Neck (Warlock, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neck (Warrior, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,
"Back (Dh, Hc)",5 available in Hc,,Hc,,,,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Dk, Hc)",5 available in Hc,,Hc,,43%,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,36%,39%,,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Evoker, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Mage, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,33%,35%,,,,,,,,,,,,,,,,,,,
"Back (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,34%,40%,,,,,,,,,,,,,,,,,
"Back (Priest, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,40%,,,,,,,,,,,,,,
"Back (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,,,,,,,,,,
"Back (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38%,40%,,,,,,,
"Back (Warlock, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,
,Cinderbrew,1st,Hc,C>M,50%,33%,,,,33%,,,33%,,,,,,,,,,,25%,,33%,,33%,,,,,,33%,,,50%,,,,,,,33%,221054
,Darkflame Cleft,3rd,Hc,V>C,100%,,,,,,,,,33%,,25%,,,,,,,,,25%,,33%,,,33%,33%,,,,,33%,,25%,,,,,,,221109
,Ara-Kara,2nd,both,V>C,50%,33%,,,,33%,,,33%,,,,,,,,,,,33%,,,,33%,,,,,,,,,,,,,,,,33%,221154
,Dawnbreaker,Last,both,C>H,25%,,,,,,,,,,,,,,,,,,,25%,,25%,,25%,25%,,,,,25%,,,25%,,,,,,,,225574
,Stonevault,3rd,both,M>H,50%,,33%,33%,50%,,33%,50%,,33%,,,,,,,,,,,33%,50%,33%,,33%,,,,,,,33%,,33%,,,,33%,33%,,221088
,Grim Batol,3rd,m0,V>C,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,,,,133292
,Grim Batol,3rd,m0,M>C,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,,,,133363
,Grim Batol,Last,m0,V>C,20%,,16%,,,,20%,,,20%,,,,,,,,,,,20%,,,20%,20%,,,,,,,20%,,20%,,,,,16%,,133309
"Back (Dh, m0)",6 available in m0,,m0,,,,,,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Dk, m0)",6 available in m0,,m0,,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Druid, m0)",6 available in m0,,m0,,,,,,,,34%,37%,,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Evoker, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Hunter, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Mage, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Monk, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,34%,36%,,,,,,,,,,,,,,,,,,,
"Back (Paladin, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,
"Back (Priest, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Rogue, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,35%,,,,,,,,,,
"Back (Shaman, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,,34%,,,,,,,
"Back (Warlock, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Back (Warrior, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Dh, Hc)",7 available in Hc,,Hc,,,,,,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Dk, Hc)",7 available in Hc,,Hc,,51%,,39%,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Druid, Hc)",7 available in Hc,,Hc,,,,,,,,40%,48%,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Evoker, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Hunter, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,51%,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Mage, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Monk, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,40%,46%,,,,,,,,,,,,,,,,,,,
"Ring (Paladin, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,40%,,45%,,,,,,,,,,,,,,,,
"Ring (Priest, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Rogue, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,,45%,,,,,,,,,,
"Ring (Shaman, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,,39%,,,,,,,
"Ring (Warlock, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Warrior, Hc)",7 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45%,39%,,
,Cinderbrew,Last,Hc,M>C,50%,,33%,,,,33%,,,33%,,,,,,,,,,,33%,,33%,33%,,,,,,,,33%,,33%,,,,,33%,33%,221198
,Darkflame Cleft,1st,Hc,H>V,100%,,33%,50%,50%,,33%,50%,,50%,25%,,25%,,,,,,,,50%,50%,,,,,,33%,,,,25%,,,,,,,33%,,221099
,Priory,Last,Hc,M>V,33%,,,,,,,,,33%,,33%,,,,,,,,,,,33%,,33%,33%,33%,,,33%,,,33%,33%,,,,33%,33%,,221200
,Rookery,Last,Hc,C>M,33%,,25%,,,,,,,,,,,,,,,,,,,,,25%,,,,,25%,,25%,,,,,,,,25%,25%,221197
,City of Threads,Last,both,V>H,33%,,,,,,33%,,,33%,,,,,,,,,,,33%,,33%,,33%,,,,33%,,33%,33%,,33%,,,,33%,33%,,221189
,Dawnbreaker,1st,both,C>H,33%,,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,50%,,50%,,,,,,,221136
,Dawnbreaker,2nd,both,V>M,50%,,,,,,,25%,25%,,,,,,,20%,,,,25%,,25%,33%,,,,,,25%,,25%,,,,,,,,,,221141
,Grim Batol,1st,m0,M>C,50%,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,133286
,Grim Batol,2nd,m0,V>C,50%,33%,,,,33%,,,33%,33%,,33%,,,,,,,,33%,33%,,33%,33%,,33%,33%,,,,,,,33%,,,,,,33%,133287
,Grim Batol,Last,m0,H>M,20%,,16%,,,,20%,,,20%,,,,,,,,,,,20%,,,20%,20%,,,,,,,20%,,20%,,,,,16%,,133299
,Necrotic Wake,1st,m0,H>V,50%,,33%,,,,,,,,,,,33%,33%,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,178736
,Necrotic Wake,Last,m0,V>C,33%,,,,,,,,,33%,,33%,,,,,,,,,33%,,33%,,33%,33%,33%,,,,,,,33%,,,,33%,33%,,178781
,Siege of Boralus,1st,m0,M>C,33%,,,,,,,,,,,,,,,,,,,33%,,33%,,,33%,,,,,33%,,,33%,,,,,33%,33%,,162541
,Siege of Boralus,3rd,m0,C>H,33%,,25%,25%,33%,,33%,33%,,,33%,,33%,,,,,,,,,33%,,,25%,,,50%,,,,33%,33%,,,,,25%,25%,,159461
"Ring (Dh, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Dk, m0)",10 available in m0,,m0,,54%,,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Druid, m0)",10 available in m0,,m0,,,,,,,,55%,,,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Evoker, m0)",10 available in m0,,m0,,,,,,,,,,,,,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Hunter, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,61%,61%,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Mage, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Monk, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,55%,,,,,,,,,,,,,,,,,,,,
"Ring (Paladin, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,56%,,54%,,,,,,,,,,,,,,,,
"Ring (Priest, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58%,,,,,,,,,,,,,
"Ring (Rogue, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Shaman, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56%,,54%,,,,,,,
"Ring (Warlock, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ring (Warrior, m0)",10 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54%,52%,,
"Agi1hWeapon (Dh, Hc)",5 available in Hc,,Hc,,,,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi1hWeapon (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,0%,28%,,,,,,,,,,,,,,,,,,,
"Agi1hWeapon (Rogue, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,21%,,,,,,,,,,
"Agi1hWeapon (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,
,Cinderbrew,1st,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,25%,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,221051
,Darkflame Cleft,Last,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221110
,Priory,Last,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,221128
,Rookery,1st,Hc,Agi,0%,,,,33%,,,,,,,,,,,,,,,,0%,33%,,,,,,,0%,,0%,0%,,0%,,,,,,,221033
,Rookery,Last,Hc,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221044
,Ara-Kara,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221160
,City of Threads,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221183
,Dawnbreaker,2nd,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,221138
,Dawnbreaker,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,212398
,Dawnbreaker,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212391
,Stonevault,2nd,both,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221084
,Stonevault,Last,both,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,221090
,Grim Batol,3rd,m0,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,133296
,Mists of Tirna,2nd,m0,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,178710
,Necrotic Wake,3rd,m0,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,178743
,Siege of Boralus,1st,m0,Agi,0%,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,,0%,0%,,0%,,,,,,,159973
,Siege of Boralus,Last,m0,Agi,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159651
"Agi1hWeapon (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,
"Agi1hWeapon (Shaman, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,
"Agi1hWeapon (Dh, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi1hWeapon (Rogue, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,,,,,,,,,,
"Str1hWeapon (Dk, Hc)",4 available in Hc,,Hc,,23%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Str1hWeapon (Paladin, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"Str1hWeapon (Warrior, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,23%,,
,Cinderbrew,Last,Hc,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,221068
,Darkflame Cleft,1st,Hc,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,33%,,221096
,Rookery,Last,Hc,Str,25%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,221046
,Stonevault,Last,both,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,221091
,Grim Batol,Last,m0,Str,16%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,16%,,133301
,Mists of Tirna,Last,m0,Str,50%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,33%,178711
,Necrotic Wake,1st,m0,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,178730
,Siege of Boralus,2nd,m0,Str,33%,0%,,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,0%,,,159649
"Str1hWeapon (Dk, m0)",5 available in m0,,m0,,29%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Str1hWeapon (Paladin, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,
"Str1hWeapon (Warrior, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,27%,
"Int1hWeapon (Monk, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Paladin, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Int1hWeapon (Druid, Hc)",4 available in Hc,,Hc,,,,,,,,25%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Mage, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Priest, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,,,,,,,,,,,,
"Int1hWeapon (Warlock, Hc)",4 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Shaman, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,0%,,,,,,,,
"Int1hWeapon (Evoker, Hc)",6 available in Hc,,Hc,,,,,,,,,,,,35%,,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cinderbrew,3rd,Hc,Int,0%,,,,,,33%,0%,0%,,33%,,33%,,,,,,,,,,,,,,,33%,,,,33%,0%,,,,,,,,221062
,Darkflame Cleft,3rd,Hc,Int,0%,,,,,,,,,,,25%,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,25%,,,,,,,221105
,Priory,2nd,Hc,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,221122
,Ara-Kara,1st,both,Int,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,,,,,,,,,221150
,Ara-Kara,Last,both,Int,0%,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,221165
,City of Threads,2nd,both,Int,0%,,,,,,25%,0%,0%,,25%,,25%,,,,,,,,,,,,,,,25%,,,,25%,0%,,,,,,,,221171
,Grim Batol,1st,m0,Int,0%,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,133283
,Mists of Tirna,1st,m0,Int,0%,,,,,,,0%,0%,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,0%,,,,,,,,178709
,Necrotic Wake,2nd,m0,Int,0%,,,,,,,,,,,,,,,,,,,0%,,0%,,0%,0%,,,,,,,,,,,,,,,,178737
"Int1hWeapon (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Paladin, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Int1hWeapon (Druid, m0)",4 available in m0,,m0,,,,,,,,23%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Priest, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,,,,,,,,,,,,,
"Int1hWeapon (Shaman, m0)",4 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,0%,,,,,,,,
"Int1hWeapon (Mage, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Warlock, m0)",5 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Int1hWeapon (Evoker, m0)",6 available in m0,,m0,,,,,,,,,,,,34%,,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Druid, Hc)",5 available in Hc,,Hc,,,,,,,,0%,,28%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Hunter, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Monk, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,28%,0%,,,,,,,,,,,,,,,,,,,,
,Cinderbrew,2nd,Hc,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221057
,Priory,1st,Hc,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221116
,Ara-Kara,Last,both,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221159
,Dawnbreaker,2nd,both,Agi,0%,,,,,,0%,,,0%,,,,0%,0%,,,,,,0%,,,,,,,,,,,,,,,,,,,,221137
,Stonevault,1st,both,Agi,0%,,,,,,0%,,33%,0%,,,,0%,0%,,,,,33%,0%,,,,,,,,,,,,,,,,,,,,221078
"Agi2hWeapon (Druid, m0)",3 available in m0,,m0,,,,,,,,0%,,17%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Hunter, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agi2hWeapon (Monk, m0)",3 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,17%,0%,,,,,,,,,,,,,,,,,,,,
"Str2hWeapon (Dk, Hc)",5 available in Hc,,Hc,,32%,,29%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Str2hWeapon (Paladin, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,
"Str2hWeapon (Warrior, Hc)",5 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
,Cinderbrew,3rd,Hc,Str,50%,,33%,33%,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221063
,Darkflame Cleft,Last,Hc,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221111
,Priory,Last,Hc,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221127
,Rookery,2nd,Hc,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221038
,City of Threads,Last,both,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,221184
,Grim Batol,Last,m0,Str,20%,,16%,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,16%,0%,133298
,Mists of Tirna,1st,m0,Str,50%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,178713
,Necrotic Wake,Last,m0,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,178780
,Siege of Boralus,1st,m0,Str,33%,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,159972
,Siege of Boralus,3rd,m0,Str,33%,,25%,25%,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,0%,159650
"Str2hWeapon (Dk, m0)",6 available in m0,,m0,,34%,,33%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Str2hWeapon (Paladin, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,
"Str2hWeapon (Warrior, m0)",6 available in m0,,m0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,
"Int2hWeapon (Paladin, Hc)",1 available in Hc,,Hc,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,
"Int2hWeapon (Evoker, Hc)",3 available in Hc,,Hc,,,,,,,,,,,,19%,,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
